id arrival begin end wait queue duration serviceTime order
392 7145 29157 29570 22012 78 413 22425 592
3085 7122 29092 29597 21970 73 505 22475 593
530 7148 29341 29639 22193 68 298 22491 594
937 7147 29302 29657 22155 77 355 22510 595
2875 7159 29461 29686 22302 73 225 22527 596
1594 7280 29686 29816 22406 73 130 22536 597
893 7191 29541 29760 22350 74 219 22569 598
3000 7259 29639 29959 22380 69 320 22700 599
1645 7244 29597 29962 22353 74 365 22718 600
862 7306 29962 30029 22656 74 67 22723 601
1550 7318 30029 30056 22711 80 27 22738 602
1670 7281 29760 30024 22479 74 264 22743 603
1545 7229 29570 30029 22341 79 459 22800 604
195 7389 30180 30257 22791 78 77 22868 605
1465 7318 30024 30199 22706 75 175 22881 606
1342 7264 29657 30180 22393 78 523 22916 607
1500 7283 29816 30214 22533 74 398 22931 608
2503 7285 29959 30324 22674 70 365 23039 609
746 7382 30056 30477 22674 81 421 23095 610
551 7365 30029 30471 22664 75 442 23106 611
622 7393 30199 30622 22806 76 423 23229 612
3343 7414 30471 30674 23057 76 203 23260 613
1770 7408 30257 30675 22849 79 418 23267 614
2915 7429 30622 30702 23193 77 80 23273 615
2153 7396 30214 30685 22818 75 471 23289 616
2433 7417 30477 30767 23060 81 290 23350 617
804 7453 30685 30814 23232 76 129 23361 618
3506 7465 30702 30868 23237 78 166 23403 619
2975 7408 30324 30893 22916 71 569 23485 620
3494 7496 30814 31147 23318 77 333 23651 621
3312 7540 31147 31239 23607 78 92 23699 622
1789 7452 30675 31154 23223 79 479 23702 623
722 7557 31154 31297 23597 80 143 23740 624
2963 7433 30674 31184 23241 77 510 23751 625
254 7565 31239 31332 23674 79 93 23767 626
3366 7475 30767 31250 23292 82 483 23775 627
1727 7504 30868 31292 23364 79 424 23788 628
1499 7580 31434 31466 23854 72 32 23886 629
3305 7534 30893 31434 23359 71 541 23900 630
344 7558 31184 31506 23626 78 322 23948 631
2121 7581 31466 31580 23885 73 114 23999 632
2285 7578 31332 31724 23754 80 392 24146 633
2761 7583 31506 31743 23923 79 237 24160 634
1629 7578 31297 31772 23719 81 475 24194 635
2038 7575 31250 31796 23675 83 546 24221 636
1605 7576 31292 31822 23716 80 530 24246 637
3368 7623 31796 31938 24173 84 142 24315 638
949 7606 31724 31941 24118 81 217 24335 639
1273 7586 31580 31952 23994 74 372 24366 640
2047 7642 31938 32072 24296 85 134 24430 641
3021 7634 31822 32093 24188 80 271 24459 642
2155 7649 31952 32165 24303 75 213 24516 643
1525 7654 32165 32197 24511 76 32 24543 644
1172 7607 31743 32206 24136 80 463 24599 645
2596 7644 31941 32300 24297 82 359 24656 646
3032 7722 32206 32442 24484 81 236 24720 647
2082 7613 31772 32356 24159 82 584 24743 648
2225 7653 32093 32407 24440 81 314 24754 649
2861 7729 32300 32484 24571 83 184 24755 650
1287 7866 32597 32694 24731 78 97 24828 651
810 7650 32072 32504 24422 86 432 24854 652
2133 7701 32197 32597 24496 77 400 24896 653
2338 7771 32356 32688 24585 82 332 24917 654
901 7819 32442 32738 24623 81 296 24919 655
3382 8027 32951 32961 24924 83 10 24934 656
2202 7853 32504 32793 24651 86 289 24940 657
2792 8011 32946 32955 24935 85 9 24944 658
1708 7986 32913 32946 24927 84 33 24960 659
1668 7804 32407 32780 24603 81 373 24976 660
575 8033 32955 33031 24922 86 76 24998 661
1140 7935 32780 32951 24845 82 171 25016 662
769 7933 32738 32956 24805 82 218 25023 663
1809 8065 33010 33138 24945 84 128 25073 664
1720 7930 32694 33008 24764 79 314 25078 665
1799 7830 32484 32913 24654 84 429 25083 666
1595 7909 32688 33010 24779 83 322 25101 667
2928 8038 32961 33193 24923 84 232 25155 668
2961 7970 32793 33128 24823 85 335 25158 669
3336 8036 32956 33208 24920 83 252 25172 670
2734 8088 33031 33267 24943 87 236 25179 671
1445 8101 33138 33399 25037 85 261 25298 672
1122 8160 33481 33572 25321 80 91 25412 673
1504 8040 33008 33481 24968 79 473 25441 674
1218 8099 33128 33557 25029 85 429 25458 675
208 8187 33557 33673 25370 85 116 25486 676
1981 8189 33572 33712 25383 81 140 25523 677
1057 8135 33267 33682 25132 88 415 25547 678
2966 8207 33712 33778 25505 82 66 25571 679
59 8105 33193 33713 25088 84 520 25608 680
3467 8129 33208 33750 25079 83 542 25621 681
2362 8190 33673 33833 25483 86 160 25643 682
1053 8243 33778 33927 25535 83 149 25684 683
14 8142 33399 33831 25257 86 432 25689 684
2689 8250 33831 33940 25581 87 109 25690 685
1674 8239 33750 34057 25511 84 307 25818 686
2320 8284 33940 34152 25656 87 212 25868 687
2496 8260 33833 34188 25573 87 355 25928 688
3104 8260 33927 34197 25667 84 270 25937 689
526 8385 34187 34347 25802 88 160 25962 690
2686 8193 33682 34187 25489 89 505 25994 691
2665 8216 33713 34211 25497 85 498 25995 692
2445 8388 34188 34447 25800 88 259 26059 693
1902 8390 34197 34522 25807 85 325 26132 694
3057 8413 34211 34549 25798 84 338 26136 695
2399 8468 34527 34613 26059 85 86 26145 696
3202 8320 34057 34527 25737 85 470 26207 697
2101 8473 34613 34686 26140 86 73 26213 698
495 8324 34152 34615 25828 88 463 26291 699
1135 8545 34797 34861 26252 86 64 26316 700
680 8472 34549 34797 26077 85 248 26325 701
553 8442 34522 34777 26080 86 255 26335 702
595 8571 34925 35076 26354 90 151 26505 703
564 8418 34347 34925 25929 89 578 26507 704
3328 8485 34777 35034 26292 87 257 26549 705
1166 8426 34447 35028 26021 89 581 26602 706
1498 8475 34615 35117 26140 88 502 26642 707
1330 8479 34686 35155 26207 87 469 26676 708
2565 8620 35034 35303 26414 87 269 26683 709
1640 8647 35303 35417 26656 88 114 26770 710
1226 8617 35028 35473 26411 88 445 26856 711
1130 8635 35076 35512 26441 91 436 26877 712
160 8551 34861 35456 26310 87 595 26905 713
3203 8671 35417 35653 26746 89 236 26982 714
1237 8642 35155 35669 26513 87 514 27027 715
2060 8715 35669 35783 26954 88 114 27068 716
789 8639 35117 35711 26478 88 594 27072 717
2543 8678 35473 35830 26795 89 357 27152 718
299 8705 35653 35920 26948 89 267 27215 719
3119 8696 35512 36005 26816 92 493 27309 720
1752 8830 36012 36141 27182 87 129 27311 721
2385 8757 35830 36075 27073 90 245 27318 722
277 8673 35456 36012 26783 88 556 27339 723
3386 8744 35711 36100 26967 89 389 27356 724
2866 8860 36141 36272 27281 88 131 27412 725
3534 8828 36005 36281 27177 93 276 27453 726
3532 8851 36075 36330 27224 91 255 27479 727
2879 8756 35783 36240 27027 89 457 27484 728
213 8854 36100 36404 27246 89 304 27550 729
1096 8886 36404 36480 27518 90 76 27594 730
3525 8824 35920 36457 27096 89 537 27633 731
938 8865 36240 36518 27375 90 278 27653 732
632 8875 36272 36533 27397 89 261 27658 733
3162 8878 36281 36574 27403 93 293 27696 734
405 8991 36518 36690 27527 91 172 27699 735
678 8992 36533 36719 27541 90 186 27727 736
620 8880 36330 36608 27450 92 278 27728 737
1082 8919 36480 36709 27561 91 229 27790 738
40 9021 36719 36852 27698 91 133 27831 739
713 8996 36574 36866 27578 94 292 27870 740
3510 9051 36898 36936 27847 93 38 27885 741
3073 9002 36608 36898 27606 92 290 27896 742
216 9022 36852 36965 27830 92 113 27943 743
1105 9018 36709 37023 27691 91 314 28005 744
1947 9090 37033 37141 27943 90 108 28051 745
2637 9026 36866 37112 27840 95 246 28086 746
1345 9059 36936 37181 27877 94 245 28122 747
2641 8891 36457 37033 27566 90 576 28142 748
3521 9009 36690 37222 27681 92 532 28213 749
3311 9092 37112 37311 28020 96 199 28219 750
3503 9079 37023 37355 27944 92 332 28276 751
2765 9066 36965 37378 27899 93 413 28312 752
2696 9203 37378 37524 28175 92 146 28321 753
281 9163 37311 37525 28148 97 214 28362 754
2244 9221 37525 37617 28304 98 92 28396 755
626 9179 37355 37641 28176 93 286 28462 756
2051 9102 37181 37617 28079 95 436 28515 757
838 9161 37222 37687 28061 93 465 28526 758
1952 9098 37141 37651 28043 91 510 28553 759
546 9273 37862 37868 28589 94 6 28595 760
2986 9296 37894 37899 28598 93 5 28603 761
166 9234 37617 37849 28383 99 232 28615 762
3097 9278 37868 37906 28590 95 38 28628 763
354 9258 37651 37894 28393 92 243 28636 764
471 9211 37524 37862 28313 93 338 28651 765
1686 9250 37641 37920 28391 94 279 28670 766
1150 9335 38003 38028 28668 96 25 28693 767
3408 9319 37920 38031 28601 95 111 28712 768
932 9298 37899 38025 28601 94 126 28727 769
2930 9226 37617 38003 28391 95 386 28777 770
2649 9300 37906 38155 28606 96 249 28855 771
1202 9395 38214 38259 28819 94 45 28864 772
2270 9264 37687 38214 28423 93 527 28950 773
528 9400 38259 38373 28859 95 114 28973 774
1664 9349 38025 38371 28676 94 346 29022 775
2070 9369 38031 38436 28662 96 405 29067 776
503 9367 38028 38466 28661 97 438 29099 777
3483 9387 38155 38490 28768 97 335 29103 778
1170 9269 37849 38435 28580 100 586 29166 779
2586 9408 38435 38846 29027 100 411 29438 780
3098 9406 38373 38922 28967 96 549 29516 781
2959 9400 38371 38938 28971 95 567 29538 782
2521 9459 38846 39000 29387 101 154 29541 783
1857 9437 38490 39008 29053 98 518 29571 784
1085 9432 38466 39019 29034 98 553 29587 785
2539 9503 39019 39107 29516 98 88 29604 786
171 9414 38436 39033 29022 97 597 29619 787
2620 9513 39033 39291 29520 97 258 29778 788
2533 9529 39107 39324 29578 99 217 29795 789
2380 9464 38922 39316 29458 97 394 29852 790
2616 9561 39398 39442 29837 103 44 29881 791
1180 9478 39000 39398 29522 102 398 29920 792
1885 9465 38938 39413 29473 96 475 29948 793
2182 9572 39442 39639 29870 104 197 30067 794
1619 9502 39008 39602 29506 99 594 30100 795
1831 9575 39602 39773 30027 99 171 30198 796
1484 9601 39773 39826 30172 100 53 30225 797
3363 9535 39291 39762 29756 98 471 30227 798
2366 9538 39316 39820 29778 98 504 30282 799
527 9586 39639 39906 30053 105 267 30320 800
1681 9542 39324 39882 29782 100 558 30340 801
2422 9628 39826 39991 30198 101 165 30363 802
3581 9563 39413 39944 29850 97 531 30381 803
3304 9607 39820 40027 30213 99 207 30420 804
1216 9678 39991 40146 30313 101 155 30468 805
3558 9599 39762 40141 30163 99 379 30542 806
982 9704 40146 40294 30442 102 148 30590 807
2372 9719 40294 40324 30575 103 30 30605 808
625 9697 40141 40368 30444 100 227 30671 809
407 9651 39944 40325 30293 98 381 30674 810
2170 9754 40474 40510 30720 105 36 30756 811
2368 9647 39882 40412 30235 101 530 30765 812
271 9680 40027 40504 30347 99 477 30824 813
2661 9650 39906 40474 30256 106 568 30824 814
999 9745 40412 40595 30667 101 183 30850 815
2740 9744 40368 40612 30624 100 244 30868 816
2892 9839 40510 40738 30671 106 228 30899 817
3370 9879 40612 40781 30733 101 169 30902 818
1034 9846 40595 40801 30749 102 206 30955 819
137 9735 40324 40746 30589 104 422 31011 820
2874 9893 40746 40910 30853 105 164 31017 821
2443 9891 40738 40961 30847 107 223 31070 822
525 9738 40325 40819 30587 99 494 31081 823
2592 9930 40910 41154 30980 106 244 31224 824
1582 9826 40504 41054 30678 99 550 31228 825
1476 9992 41054 41238 31062 99 184 31246 826
348 10060 41265 41316 31205 103 51 31256 827
545 9973 40961 41233 30988 108 272 31260 828
1846 9923 40819 41231 30896 100 412 31308 829
638 10061 41316 41404 31255 103 88 31343 830
3137 9922 40801 41265 30879 102 464 31343 831
1230 9905 40781 41316 30876 102 535 31411 832
1055 10070 41404 41534 31334 104 130 31464 833
1630 10060 41316 41565 31256 104 249 31505 834
3553 10105 41606 41643 31501 107 37 31538 835
1219 10010 41154 41606 31144 107 452 31596 836
1228 10048 41233 41658 31185 108 425 31610 837
1259 10093 41534 41784 31441 105 250 31691 838
2778 10098 41565 41807 31467 104 242 31709 839
2065 10132 41658 41867 31526 108 209 31735 840
2729 10028 41231 41775 31203 100 544 31747 841
35 10055 41238 41837 31183 100 599 31782 842
1491 10171 41867 41991 31696 109 124 31820 843
2585 10142 41775 41966 31633 101 191 31824 844
1212 10178 41966 42025 31788 102 59 31847 845
3550 10186 42025 42084 31839 103 59 31898 846
1578 10168 41807 42159 31639 105 352 31991 847
1414 10117 41643 42192 31526 107 549 32075 848
200 10232 42159 42331 31927 106 172 32099 849
175 10169 41837 42280 31668 101 443 32111 850
1155 10200 42084 42324 31884 104 240 32124 851
3112 10165 41784 42292 31619 105 508 32127 852
2054 10181 41991 42327 31810 110 336 32146 853
604 10245 42280 42532 32035 100 252 32287 854
263 10272 42327 42600 32055 111 273 32328 855
836 10236 42192 42587 31956 108 395 32351 856
2092 10274 42331 42671 32057 107 340 32397 857
3530 10334 42671 42731 32337 107 60 32397 858
1785 10257 42324 42766 32067 105 442 32509 859
2340 10255 42292 42765 32037 106 473 32510 860
192 10283 42587 42879 32304 108 292 32596 861
3569 10283 42600 42936 32317 111 336 32653 862
3586 10278 42532 42966 32254 101 434 32688 863
510 10416 42766 43112 32350 104 346 32696 864
1083 10407 42765 43134 32358 107 369 32727 865
3564 10417 42879 43176 32462 109 297 32759 866
566 10433 42966 43194 32533 102 228 32761 867
